block_id,corridor_id,date,start_time,end_time,available,expected_train_count,traffic_level
B-005134,C08,2026-09-15,18:00,20:00,0,2,LOW
B-005135,C08,2026-09-15,20:00,22:00,0,8,HIGH
B-005136,C08,2026-09-15,22:00,00:00,1,1,LOW
B-005137,C09,2026-09-15,00:00,02:00,1,2,LOW
B-005138,C09,2026-09-15,02:00,04:00,0,7,HIGH
B-005139,C09,2026-09-15,04:00,06:00,1,1,LOW
B-005140,C09,2026-09-15,06:00,08:00,0,5,MEDIUM
B-005141,C09,2026-09-15,08:00,10:00,0,7,HIGH
B-005142,C09,2026-09-15,10:00,12:00,0,5,MEDIUM
B-005143,C09,2026-09-15,12:00,14:00,1,1,LOW
B-005144,C09,2026-09-15,14:00,16:00,1,4,MEDIUM
B-005145,C09,2026-09-15,16:00,18:00,1,1,LOW
B-005146,C09,2026-09-15,18:00,20:00,0,6,HIGH
B-005147,C09,2026-09-15,20:00,22:00,0,5,MEDIUM
B-005148,C09,2026-09-15,22:00,00:00,1,2,LOW
B-005149,C10,2026-09-15,00:00,02:00,1,3,MEDIUM
B-005150,C10,2026-09-15,02:00,04:00,1,2,LOW
B-005151,C10,2026-09-15,04:00,06:00,1,1,LOW
B-005152,C10,2026-09-15,06:00,08:00,1,3,MEDIUM
B-005153,C10,2026-09-15,08:00,10:00,0,7,HIGH
B-005154,C10,2026-09-15,10:00,12:00,0,5,MEDIUM
B-005155,C10,2026-09-15,12:00,14:00,0,5,MEDIUM
B-005156,C10,2026-09-15,14:00,16:00,0,2,LOW
B-005157,C10,2026-09-15,16:00,18:00,1,3,MEDIUM
B-005158,C10,2026-09-15,18:00,20:00,0,8,HIGH
B-005159,C10,2026-09-15,20:00,22:00,1,4,MEDIUM
B-005160,C10,2026-09-15,22:00,00:00,1,1,LOW
B-005161,C11,2026-09-15,00:00,02:00,0,5,MEDIUM
B-005162,C11,2026-09-15,02:00,04:00,1,4,MEDIUM
B-005163,C11,2026-09-15,04:00,06:00,1,2,LOW
B-005164,C11,2026-09-15,06:00,08:00,1,2,LOW
B-005165,C11,2026-09-15,08:00,10:00,1,4,MEDIUM
B-005166,C11,2026-09-15,10:00,12:00,0,7,HIGH
B-005167,C11,2026-09-15,12:00,14:00,0,5,MEDIUM
B-005168,C11,2026-09-15,14:00,16:00,0,3,MEDIUM
B-005169,C11,2026-09-15,16:00,18:00,1,0,LOW
B-005170,C11,2026-09-15,18:00,20:00,0,9,HIGH
B-005171,C11,2026-09-15,20:00,22:00,0,5,MEDIUM
B-005172,C11,2026-09-15,22:00,00:00,1,2,LOW
B-005173,C12,2026-09-15,00:00,02:00,1,3,MEDIUM
B-005174,C12,2026-09-15,02:00,04:00,1,1,LOW
B-005175,C12,2026-09-15,04:00,06:00,1,3,MEDIUM
B-005176,C12,2026-09-15,06:00,08:00,0,5,MEDIUM
B-005177,C12,2026-09-15,08:00,10:00,0,6,HIGH
B-005178,C12,2026-09-15,10:00,12:00,0,7,HIGH
B-005179,C12,2026-09-15,12:00,14:00,1,3,MEDIUM
B-005180,C12,2026-09-15,14:00,16:00,1,2,LOW
B-005181,C12,2026-09-15,16:00,18:00,1,2,LOW
B-005182,C12,2026-09-15,18:00,20:00,1,4,MEDIUM
B-005183,C12,2026-09-15,20:00,22:00,0,7,HIGH
B-005184,C12,2026-09-15,22:00,00:00,0,5,MEDIUM
B-005185,C13,2026-09-15,00:00,02:00,0,5,MEDIUM
B-005186,C13,2026-09-15,02:00,04:00,0,5,MEDIUM
B-005187,C13,2026-09-15,04:00,06:00,1,2,LOW
B-005188,C13,2026-09-15,06:00,08:00,1,4,MEDIUM
B-005189,C13,2026-09-15,08:00,10:00,1,4,MEDIUM
B-005190,C13,2026-09-15,10:00,12:00,0,3,MEDIUM
B-005191,C13,2026-09-15,12:00,14:00,0,5,MEDIUM
B-005192,C13,2026-09-15,14:00,16:00,1,2,LOW
B-005193,C13,2026-09-15,16:00,18:00,1,2,LOW
B-005194,C13,2026-09-15,18:00,20:00,0,6,HIGH
B-005195,C13,2026-09-15,20:00,22:00,0,5,MEDIUM
B-005196,C13,2026-09-15,22:00,00:00,1,1,LOW
B-005197,C14,2026-09-15,00:00,02:00,1,1,LOW
B-005198,C14,2026-09-15,02:00,04:00,1,4,MEDIUM
B-005199,C14,2026-09-15,04:00,06:00,0,5,MEDIUM
B-005200,C14,2026-09-15,06:00,08:00,0,6,HIGH
B-005201,C14,2026-09-15,08:00,10:00,0,6,HIGH
B-005202,C14,2026-09-15,10:00,12:00,0,7,HIGH
B-005203,C14,2026-09-15,12:00,14:00,1,3,MEDIUM
B-005204,C14,2026-09-15,14:00,16:00,1,3,MEDIUM
B-005205,C14,2026-09-15,16:00,18:00,1,2,LOW
B-005206,C14,2026-09-15,18:00,20:00,0,9,HIGH
B-005207,C14,2026-09-15,20:00,22:00,1,4,MEDIUM
B-005208,C14,2026-09-15,22:00,00:00,1,4,MEDIUM
B-005209,C15,2026-09-15,00:00,02:00,1,1,LOW
B-005210,C15,2026-09-15,02:00,04:00,1,2,LOW
B-005211,C15,2026-09-15,04:00,06:00,1,3,MEDIUM
B-005212,C15,2026-09-15,06:00,08:00,1,1,LOW
B-005213,C15,2026-09-15,08:00,10:00,0,8,HIGH
B-005214,C15,2026-09-15,10:00,12:00,0,5,MEDIUM
B-005215,C15,2026-09-15,12:00,14:00,1,4,MEDIUM
B-005216,C15,2026-09-15,14:00,16:00,1,4,MEDIUM
B-005217,C15,2026-09-15,16:00,18:00,1,3,MEDIUM
B-005218,C15,2026-09-15,18:00,20:00,0,7,HIGH
B-005219,C15,2026-09-15,20:00,22:00,0,5,MEDIUM
B-005220,C15,2026-09-15,22:00,00:00,0,1,LOW
B-005221,C16,2026-09-15,00:00,02:00,1,3,MEDIUM
B-005222,C16,2026-09-15,02:00,04:00,1,3,MEDIUM
B-005223,C16,2026-09-15,04:00,06:00,1,3,MEDIUM
B-005224,C16,2026-09-15,06:00,08:00,1,3,MEDIUM
B-005225,C16,2026-09-15,08:00,10:00,0,6,HIGH
B-005226,C16,2026-09-15,10:00,12:00,0,8,HIGH
B-005227,C16,2026-09-15,12:00,14:00,1,3,MEDIUM
B-005228,C16,2026-09-15,14:00,16:00,1,1,LOW
B-005229,C16,2026-09-15,16:00,18:00,0,5,MEDIUM
B-005230,C16,2026-09-15,18:00,20:00,0,6,HIGH
B-005231,C16,2026-09-15,20:00,22:00,0,6,HIGH
B-005232,C16,2026-09-15,22:00,00:00,1,2,LOW
B-005233,C17,2026-09-15,00:00,02:00,0,1,LOW
B-005234,C17,2026-09-15,02:00,04:00,1,1,LOW
B-005235,C17,2026-09-15,04:00,06:00,1,2,LOW
B-005236,C17,2026-09-15,06:00,08:00,1,1,LOW
B-005237,C17,2026-09-15,08:00,10:00,0,6,HIGH
B-005238,C17,2026-09-15,10:00,12:00,1,3,MEDIUM
B-005239,C17,2026-09-15,12:00,14:00,0,6,HIGH
B-005240,C17,2026-09-15,14:00,16:00,1,1,LOW
B-005241,C17,2026-09-15,16:00,18:00,1,4,MEDIUM
B-005242,C17,2026-09-15,18:00,20:00,1,4,MEDIUM
B-005243,C17,2026-09-15,20:00,22:00,1,3,MEDIUM
B-005244,C17,2026-09-15,22:00,00:00,1,1,LOW
B-005245,C18,2026-09-15,00:00,02:00,1,1,LOW
B-005246,C18,2026-09-15,02:00,04:00,1,1,LOW
B-005247,C18,2026-09-15,04:00,06:00,1,2,LOW
B-005248,C18,2026-09-15,06:00,08:00,0,5,MEDIUM
B-005249,C18,2026-09-15,08:00,10:00,0,8,HIGH
B-005250,C18,2026-09-15,10:00,12:00,0,6,HIGH
B-005251,C18,2026-09-15,12:00,14:00,1,3,MEDIUM
B-005252,C18,2026-09-15,14:00,16:00,1,2,LOW
B-005253,C18,2026-09-15,16:00,18:00,1,3,MEDIUM
B-005254,C18,2026-09-15,18:00,20:00,0,10,HIGH
B-005255,C18,2026-09-15,20:00,22:00,0,7,HIGH
B-005256,C18,2026-09-15,22:00,00:00,0,5,MEDIUM
B-005257,C19,2026-09-15,00:00,02:00,1,2,LOW
B-005258,C19,2026-09-15,02:00,04:00,1,2,LOW
B-005259,C19,2026-09-15,04:00,06:00,1,3,MEDIUM
B-005260,C19,2026-09-15,06:00,08:00,1,1,LOW
B-005261,C19,2026-09-15,08:00,10:00,0,7,HIGH
B-005262,C19,2026-09-15,10:00,12:00,1,4,MEDIUM
B-005263,C19,2026-09-15,12:00,14:00,1,3,MEDIUM
B-005264,C19,2026-09-15,14:00,16:00,1,3,MEDIUM
B-005265,C19,2026-09-15,16:00,18:00,0,5,MEDIUM
B-005266,C19,2026-09-15,18:00,20:00,0,9,HIGH
B-005267,C19,2026-09-15,20:00,22:00,0,5,MEDIUM
B-005268,C19,2026-09-15,22:00,00:00,0,6,HIGH
B-005269,C20,2026-09-15,00:00,02:00,1,0,LOW
B-005270,C20,2026-09-15,02:00,04:00,1,1,LOW
B-005271,C20,2026-09-15,04:00,06:00,1,3,MEDIUM
B-005272,C20,2026-09-15,06:00,08:00,1,1,LOW
B-005273,C20,2026-09-15,08:00,10:00,1,3,MEDIUM
B-005274,C20,2026-09-15,10:00,12:00,0,5,MEDIUM
B-005275,C20,2026-09-15,12:00,14:00,1,3,MEDIUM
B-005276,C20,2026-09-15,14:00,16:00,1,1,LOW
B-005277,C20,2026-09-15,16:00,18:00,1,4,MEDIUM
B-005278,C20,2026-09-15,18:00,20:00,1,4,MEDIUM
B-005279,C20,2026-09-15,20:00,22:00,0,9,HIGH
B-005280,C20,2026-09-15,22:00,00:00,1,2,LOW
B-005281,C01,2026-09-16,00:00,02:00,1,1,LOW
B-005282,C01,2026-09-16,02:00,04:00,1,2,LOW
B-005283,C01,2026-09-16,04:00,06:00,1,3,MEDIUM
B-005284,C01,2026-09-16,06:00,08:00,1,0,LOW
B-005285,C01,2026-09-16,08:00,10:00,0,5,MEDIUM
B-005286,C01,2026-09-16,10:00,12:00,0,9,HIGH
B-005287,C01,2026-09-16,12:00,14:00,1,1,LOW
B-005288,C01,2026-09-16,14:00,16:00,1,2,LOW
B-005289,C01,2026-09-16,16:00,18:00,1,1,LOW
B-005290,C01,2026-09-16,18:00,20:00,0,7,HIGH
B-005291,C01,2026-09-16,20:00,22:00,0,7,HIGH
B-005292,C01,2026-09-16,22:00,00:00,1,0,LOW
B-005293,C02,2026-09-16,00:00,02:00,1,4,MEDIUM
B-005294,C02,2026-09-16,02:00,04:00,1,3,MEDIUM
B-005295,C02,2026-09-16,04:00,06:00,1,0,LOW
B-005296,C02,2026-09-16,06:00,08:00,1,2,LOW
B-005297,C02,2026-09-16,08:00,10:00,0,6,HIGH
B-005298,C02,2026-09-16,10:00,12:00,1,4,MEDIUM
B-005299,C02,2026-09-16,12:00,14:00,1,1,LOW
B-005300,C02,2026-09-16,14:00,16:00,1,2,LOW
B-005301,C02,2026-09-16,16:00,18:00,1,2,LOW
B-005302,C02,2026-09-16,18:00,20:00,0,5,MEDIUM
B-005303,C02,2026-09-16,20:00,22:00,0,7,HIGH
B-005304,C02,2026-09-16,22:00,00:00,1,2,LOW
B-005305,C03,2026-09-16,00:00,02:00,0,8,HIGH
B-005306,C03,2026-09-16,02:00,04:00,1,2,LOW
B-005307,C03,2026-09-16,04:00,06:00,0,0,LOW
B-005308,C03,2026-09-16,06:00,08:00,1,1,LOW
B-005309,C03,2026-09-16,08:00,10:00,0,9,HIGH
B-005310,C03,2026-09-16,10:00,12:00,0,7,HIGH
B-005311,C03,2026-09-16,12:00,14:00,1,2,LOW
B-005312,C03,2026-09-16,14:00,16:00,1,4,MEDIUM
B-005313,C03,2026-09-16,16:00,18:00,1,3,MEDIUM
B-005314,C03,2026-09-16,18:00,20:00,0,7,HIGH
B-005315,C03,2026-09-16,20:00,22:00,0,9,HIGH
B-005316,C03,2026-09-16,22:00,00:00,1,1,LOW
B-005317,C04,2026-09-16,00:00,02:00,1,3,MEDIUM
B-005318,C04,2026-09-16,02:00,04:00,0,5,MEDIUM
B-005319,C04,2026-09-16,04:00,06:00,1,1,LOW
B-005320,C04,2026-09-16,06:00,08:00,1,1,LOW
B-005321,C04,2026-09-16,08:00,10:00,0,6,HIGH
B-005322,C04,2026-09-16,10:00,12:00,0,5,MEDIUM
B-005323,C04,2026-09-16,12:00,14:00,1,2,LOW
B-005324,C04,2026-09-16,14:00,16:00,1,3,MEDIUM
B-005325,C04,2026-09-16,16:00,18:00,0,2,LOW
B-005326,C04,2026-09-16,18:00,20:00,1,4,MEDIUM
B-005327,C04,2026-09-16,20:00,22:00,0,7,HIGH
B-005328,C04,2026-09-16,22:00,00:00,1,3,MEDIUM
B-005329,C05,2026-09-16,00:00,02:00,0,2,LOW
B-005330,C05,2026-09-16,02:00,04:00,1,3,MEDIUM
B-005331,C05,2026-09-16,04:00,06:00,1,2,LOW
B-005332,C05,2026-09-16,06:00,08:00,0,0,LOW
B-005333,C05,2026-09-16,08:00,10:00,0,6,HIGH
B-005334,C05,2026-09-16,10:00,12:00,0,6,HIGH
B-005335,C05,2026-09-16,12:00,14:00,1,2,LOW
B-005336,C05,2026-09-16,14:00,16:00,1,2,LOW
B-005337,C05,2026-09-16,16:00,18:00,0,3,MEDIUM
B-005338,C05,2026-09-16,18:00,20:00,0,5,MEDIUM
B-005339,C05,2026-09-16,20:00,22:00,0,9,HIGH
B-005340,C05,2026-09-16,22:00,00:00,1,2,LOW
B-005341,C06,2026-09-16,00:00,02:00,1,3,MEDIUM
B-005342,C06,2026-09-16,02:00,04:00,1,0,LOW
B-005343,C06,2026-09-16,04:00,06:00,1,2,LOW
B-005344,C06,2026-09-16,06:00,08:00,1,0,LOW
B-005345,C06,2026-09-16,08:00,10:00,0,6,HIGH
B-005346,C06,2026-09-16,10:00,12:00,1,2,LOW
B-005347,C06,2026-09-16,12:00,14:00,0,1,LOW
B-005348,C06,2026-09-16,14:00,16:00,1,3,MEDIUM
B-005349,C06,2026-09-16,16:00,18:00,1,2,LOW
B-005350,C06,2026-09-16,18:00,20:00,0,6,HIGH
B-005351,C06,2026-09-16,20:00,22:00,0,9,HIGH
B-005352,C06,2026-09-16,22:00,00:00,1,2,LOW
B-005353,C07,2026-09-16,00:00,02:00,1,2,LOW
B-005354,C07,2026-09-16,02:00,04:00,1,2,LOW
B-005355,C07,2026-09-16,04:00,06:00,1,4,MEDIUM
B-005356,C07,2026-09-16,06:00,08:00,0,5,MEDIUM
B-005357,C07,2026-09-16,08:00,10:00,0,5,MEDIUM
B-005358,C07,2026-09-16,10:00,12:00,1,4,MEDIUM
B-005359,C07,2026-09-16,12:00,14:00,1,3,MEDIUM
B-005360,C07,2026-09-16,14:00,16:00,1,2,LOW
B-005361,C07,2026-09-16,16:00,18:00,1,1,LOW
B-005362,C07,2026-09-16,18:00,20:00,0,5,MEDIUM
B-005363,C07,2026-09-16,20:00,22:00,1,4,MEDIUM
B-005364,C07,2026-09-16,22:00,00:00,0,5,MEDIUM
B-005365,C08,2026-09-16,00:00,02:00,1,1,LOW
B-005366,C08,2026-09-16,02:00,04:00,1,4,MEDIUM
B-005367,C08,2026-09-16,04:00,06:00,0,3,MEDIUM
B-005368,C08,2026-09-16,06:00,08:00,1,0,LOW
B-005369,C08,2026-09-16,08:00,10:00,0,5,MEDIUM
B-005370,C08,2026-09-16,10:00,12:00,0,5,MEDIUM
B-005371,C08,2026-09-16,12:00,14:00,1,2,LOW
B-005372,C08,2026-09-16,14:00,16:00,1,3,MEDIUM
B-005373,C08,2026-09-16,16:00,18:00,0,0,LOW
B-005374,C08,2026-09-16,18:00,20:00,0,5,MEDIUM
B-005375,C08,2026-09-16,20:00,22:00,0,5,MEDIUM
B-005376,C08,2026-09-16,22:00,00:00,1,3,MEDIUM
B-005377,C09,2026-09-16,00:00,02:00,1,4,MEDIUM
B-005378,C09,2026-09-16,02:00,04:00,1,1,LOW
B-005379,C09,2026-09-16,04:00,06:00,1,1,LOW
B-005380,C09,2026-09-16,06:00,08:00,1,2,LOW
B-005381,C09,2026-09-16,08:00,10:00,0,7,HIGH
B-005382,C09,2026-09-16,10:00,12:00,0,5,MEDIUM
B-005383,C09,2026-09-16,12:00,14:00,1,1,LOW
B-005384,C09,2026-09-16,14:00,16:00,1,1,LOW
B-005385,C09,2026-09-16,16:00,18:00,0,0,LOW
B-005386,C09,2026-09-16,18:00,20:00,0,7,HIGH
B-005387,C09,2026-09-16,20:00,22:00,0,6,HIGH
B-005388,C09,2026-09-16,22:00,00:00,1,3,MEDIUM
B-005389,C10,2026-09-16,00:00,02:00,1,3,MEDIUM
B-005390,C10,2026-09-16,02:00,04:00,0,1,LOW
B-005391,C10,2026-09-16,04:00,06:00,1,3,MEDIUM
B-005392,C10,2026-09-16,06:00,08:00,1,0,LOW
B-005393,C10,2026-09-16,08:00,10:00,0,6,HIGH
B-005394,C10,2026-09-16,10:00,12:00,0,5,MEDIUM
B-005395,C10,2026-09-16,12:00,14:00,1,0,LOW
B-005396,C10,2026-09-16,14:00,16:00,1,4,MEDIUM
B-005397,C10,2026-09-16,16:00,18:00,1,4,MEDIUM
B-005398,C10,2026-09-16,18:00,20:00,1,3,MEDIUM
B-005399,C10,2026-09-16,20:00,22:00,0,6,HIGH
B-005400,C10,2026-09-16,22:00,00:00,1,2,LOW
B-005401,C11,2026-09-16,00:00,02:00,1,2,LOW
B-005402,C11,2026-09-16,02:00,04:00,0,1,LOW
B-005403,C11,2026-09-16,04:00,06:00,1,3,MEDIUM
B-005404,C11,2026-09-16,06:00,08:00,1,3,MEDIUM
B-005405,C11,2026-09-16,08:00,10:00,0,5,MEDIUM
B-005406,C11,2026-09-16,10:00,12:00,0,5,MEDIUM
B-005407,C11,2026-09-16,12:00,14:00,1,1,LOW
B-005408,C11,2026-09-16,14:00,16:00,1,2,LOW
B-005409,C11,2026-09-16,16:00,18:00,1,0,LOW
B-005410,C11,2026-09-16,18:00,20:00,0,6,HIGH
B-005411,C11,2026-09-16,20:00,22:00,0,6,HIGH
B-005412,C11,2026-09-16,22:00,00:00,1,1,LOW
B-005413,C12,2026-09-16,00:00,02:00,1,2,LOW
B-005414,C12,2026-09-16,02:00,04:00,1,2,LOW
B-005415,C12,2026-09-16,04:00,06:00,1,1,LOW
B-005416,C12,2026-09-16,06:00,08:00,1,3,MEDIUM
B-005417,C12,2026-09-16,08:00,10:00,0,7,HIGH
B-005418,C12,2026-09-16,10:00,12:00,0,8,HIGH
B-005419,C12,2026-09-16,12:00,14:00,1,4,MEDIUM
B-005420,C12,2026-09-16,14:00,16:00,0,0,LOW
B-005421,C12,2026-09-16,16:00,18:00,0,6,HIGH
B-005422,C12,2026-09-16,18:00,20:00,0,6,HIGH
B-005423,C12,2026-09-16,20:00,22:00,0,7,HIGH
B-005424,C12,2026-09-16,22:00,00:00,1,1,LOW
B-005425,C13,2026-09-16,00:00,02:00,1,1,LOW
B-005426,C13,2026-09-16,02:00,04:00,1,2,LOW
B-005427,C13,2026-09-16,04:00,06:00,1,2,LOW
B-005428,C13,2026-09-16,06:00,08:00,0,2,LOW
B-005429,C13,2026-09-16,08:00,10:00,0,3,MEDIUM
B-005430,C13,2026-09-16,10:00,12:00,0,6,HIGH
B-005431,C13,2026-09-16,12:00,14:00,1,3,MEDIUM
B-005432,C13,2026-09-16,14:00,16:00,0,1,LOW
B-005433,C13,2026-09-16,16:00,18:00,1,3,MEDIUM
B-005434,C13,2026-09-16,18:00,20:00,0,6,HIGH
B-005435,C13,2026-09-16,20:00,22:00,0,7,HIGH
B-005436,C13,2026-09-16,22:00,00:00,1,4,MEDIUM
B-005437,C14,2026-09-16,00:00,02:00,1,1,LOW
B-005438,C14,2026-09-16,02:00,04:00,0,6,HIGH
B-005439,C14,2026-09-16,04:00,06:00,0,2,LOW
B-005440,C14,2026-09-16,06:00,08:00,0,3,MEDIUM
B-005441,C14,2026-09-16,08:00,10:00,0,6,HIGH
B-005442,C14,2026-09-16,10:00,12:00,0,6,HIGH
B-005443,C14,2026-09-16,12:00,14:00,1,3,MEDIUM
B-005444,C14,2026-09-16,14:00,16:00,1,2,LOW
B-005445,C14,2026-09-16,16:00,18:00,1,4,MEDIUM
B-005446,C14,2026-09-16,18:00,20:00,0,8,HIGH
B-005447,C14,2026-09-16,20:00,22:00,0,6,HIGH
B-005448,C14,2026-09-16,22:00,00:00,1,1,LOW
B-005449,C15,2026-09-16,00:00,02:00,1,1,LOW
B-005450,C15,2026-09-16,02:00,04:00,1,1,LOW
B-005451,C15,2026-09-16,04:00,06:00,1,0,LOW
B-005452,C15,2026-09-16,06:00,08:00,1,1,LOW
B-005453,C15,2026-09-16,08:00,10:00,0,6,HIGH
B-005454,C15,2026-09-16,10:00,12:00,0,7,HIGH
B-005455,C15,2026-09-16,12:00,14:00,1,1,LOW
B-005456,C15,2026-09-16,14:00,16:00,1,0,LOW
B-005457,C15,2026-09-16,16:00,18:00,1,2,LOW
B-005458,C15,2026-09-16,18:00,20:00,1,4,MEDIUM
B-005459,C15,2026-09-16,20:00,22:00,0,5,MEDIUM
B-005460,C15,2026-09-16,22:00,00:00,1,1,LOW
B-005461,C16,2026-09-16,00:00,02:00,0,1,LOW
B-005462,C16,2026-09-16,02:00,04:00,1,4,MEDIUM
B-005463,C16,2026-09-16,04:00,06:00,1,2,LOW
B-005464,C16,2026-09-16,06:00,08:00,1,1,LOW
B-005465,C16,2026-09-16,08:00,10:00,1,4,MEDIUM
B-005466,C16,2026-09-16,10:00,12:00,0,8,HIGH
B-005467,C16,2026-09-16,12:00,14:00,1,2,LOW
B-005468,C16,2026-09-16,14:00,16:00,1,1,LOW
B-005469,C16,2026-09-16,16:00,18:00,1,2,LOW
B-005470,C16,2026-09-16,18:00,20:00,0,6,HIGH
B-005471,C16,2026-09-16,20:00,22:00,0,5,MEDIUM
B-005472,C16,2026-09-16,22:00,00:00,0,3,MEDIUM
B-005473,C17,2026-09-16,00:00,02:00,1,4,MEDIUM
B-005474,C17,2026-09-16,02:00,04:00,1,1,LOW
B-005475,C17,2026-09-16,04:00,06:00,1,2,LOW
B-005476,C17,2026-09-16,06:00,08:00,1,3,MEDIUM
B-005477,C17,2026-09-16,08:00,10:00,0,6,HIGH
B-005478,C17,2026-09-16,10:00,12:00,0,6,HIGH
B-005479,C17,2026-09-16,12:00,14:00,1,3,MEDIUM
B-005480,C17,2026-09-16,14:00,16:00,1,4,MEDIUM
B-005481,C17,2026-09-16,16:00,18:00,0,4,MEDIUM
B-005482,C17,2026-09-16,18:00,20:00,1,4,MEDIUM
B-005483,C17,2026-09-16,20:00,22:00,0,8,HIGH
B-005484,C17,2026-09-16,22:00,00:00,1,2,LOW
B-005485,C18,2026-09-16,00:00,02:00,0,3,MEDIUM
B-005486,C18,2026-09-16,02:00,04:00,0,3,MEDIUM
B-005487,C18,2026-09-16,04:00,06:00,1,2,LOW
B-005488,C18,2026-09-16,06:00,08:00,1,1,LOW
B-005489,C18,2026-09-16,08:00,10:00,0,8,HIGH
B-005490,C18,2026-09-16,10:00,12:00,0,5,MEDIUM
B-005491,C18,2026-09-16,12:00,14:00,1,0,LOW
B-005492,C18,2026-09-16,14:00,16:00,1,2,LOW
B-005493,C18,2026-09-16,16:00,18:00,0,4,MEDIUM
B-005494,C18,2026-09-16,18:00,20:00,1,3,MEDIUM
B-005495,C18,2026-09-16,20:00,22:00,0,8,HIGH
B-005496,C18,2026-09-16,22:00,00:00,0,1,LOW
B-005497,C19,2026-09-16,00:00,02:00,1,3,MEDIUM
B-005498,C19,2026-09-16,02:00,04:00,1,2,LOW
B-005499,C19,2026-09-16,04:00,06:00,1,0,LOW
B-005500,C19,2026-09-16,06:00,08:00,1,1,LOW
B-005501,C19,2026-09-16,08:00,10:00,0,5,MEDIUM
B-005502,C19,2026-09-16,10:00,12:00,0,6,HIGH
B-005503,C19,2026-09-16,12:00,14:00,1,0,LOW
B-005504,C19,2026-09-16,14:00,16:00,0,5,MEDIUM
B-005505,C19,2026-09-16,16:00,18:00,1,3,MEDIUM
B-005506,C19,2026-09-16,18:00,20:00,0,6,HIGH
B-005507,C19,2026-09-16,20:00,22:00,0,6,HIGH
B-005508,C19,2026-09-16,22:00,00:00,1,1,LOW
B-005509,C20,2026-09-16,00:00,02:00,1,1,LOW
B-005510,C20,2026-09-16,02:00,04:00,1,1,LOW
B-005511,C20,2026-09-16,04:00,06:00,1,1,LOW
B-005512,C20,2026-09-16,06:00,08:00,1,2,LOW
B-005513,C20,2026-09-16,08:00,10:00,0,10,HIGH
B-005514,C20,2026-09-16,10:00,12:00,0,7,HIGH
B-005515,C20,2026-09-16,12:00,14:00,1,2,LOW
B-005516,C20,2026-09-16,14:00,16:00,1,1,LOW
B-005517,C20,2026-09-16,16:00,18:00,1,0,LOW
B-005518,C20,2026-09-16,18:00,20:00,0,7,HIGH
B-005519,C20,2026-09-16,20:00,22:00,1,4,MEDIUM
B-005520,C20,2026-09-16,22:00,00:00,0,5,MEDIUM
B-005521,C01,2026-09-17,00:00,02:00,1,2,LOW
B-005522,C01,2026-09-17,02:00,04:00,1,3,MEDIUM
B-005523,C01,2026-09-17,04:00,06:00,1,1,LOW
B-005524,C01,2026-09-17,06:00,08:00,1,3,MEDIUM
B-005525,C01,2026-09-17,08:00,10:00,0,6,HIGH
B-005526,C01,2026-09-17,10:00,12:00,0,6,HIGH
B-005527,C01,2026-09-17,12:00,14:00,1,0,LOW
B-005528,C01,2026-09-17,14:00,16:00,1,3,MEDIUM
B-005529,C01,2026-09-17,16:00,18:00,1,3,MEDIUM
B-005530,C01,2026-09-17,18:00,20:00,0,6,HIGH
B-005531,C01,2026-09-17,20:00,22:00,0,5,MEDIUM
B-005532,C01,2026-09-17,22:00,00:00,1,3,MEDIUM
B-005533,C02,2026-09-17,00:00,02:00,1,4,MEDIUM
B-005534,C02,2026-09-17,02:00,04:00,1,3,MEDIUM
B-005535,C02,2026-09-17,04:00,06:00,0,5,MEDIUM
B-005536,C02,2026-09-17,06:00,08:00,1,2,LOW
B-005537,C02,2026-09-17,08:00,10:00,0,6,HIGH
B-005538,C02,2026-09-17,10:00,12:00,0,5,MEDIUM
B-005539,C02,2026-09-17,12:00,14:00,1,3,MEDIUM
B-005540,C02,2026-09-17,14:00,16:00,1,1,LOW
B-005541,C02,2026-09-17,16:00,18:00,1,2,LOW
B-005542,C02,2026-09-17,18:00,20:00,0,6,HIGH
B-005543,C02,2026-09-17,20:00,22:00,0,5,MEDIUM
B-005544,C02,2026-09-17,22:00,00:00,1,1,LOW
B-005545,C03,2026-09-17,00:00,02:00,1,2,LOW
B-005546,C03,2026-09-17,02:00,04:00,1,1,LOW
B-005547,C03,2026-09-17,04:00,06:00,1,3,MEDIUM
B-005548,C03,2026-09-17,06:00,08:00,1,3,MEDIUM
B-005549,C03,2026-09-17,08:00,10:00,1,4,MEDIUM
B-005550,C03,2026-09-17,10:00,12:00,0,6,HIGH
B-005551,C03,2026-09-17,12:00,14:00,0,5,MEDIUM
B-005552,C03,2026-09-17,14:00,16:00,0,6,HIGH
B-005553,C03,2026-09-17,16:00,18:00,1,1,LOW
B-005554,C03,2026-09-17,18:00,20:00,0,6,HIGH
B-005555,C03,2026-09-17,20:00,22:00,0,6,HIGH
B-005556,C03,2026-09-17,22:00,00:00,1,2,LOW
B-005557,C04,2026-09-17,00:00,02:00,1,1,LOW
B-005558,C04,2026-09-17,02:00,04:00,0,0,LOW
B-005559,C04,2026-09-17,04:00,06:00,1,2,LOW
B-005560,C04,2026-09-17,06:00,08:00,1,4,MEDIUM
B-005561,C04,2026-09-17,08:00,10:00,0,8,HIGH
B-005562,C04,2026-09-17,10:00,12:00,0,7,HIGH
B-005563,C04,2026-09-17,12:00,14:00,1,2,LOW
B-005564,C04,2026-09-17,14:00,16:00,0,2,LOW
