movement_id,day,corridor_id,subsection_id,from_station,to_station,train_no,train_type,entry_time,exit_time,minimum_maintenance_buffer_minutes,line_id,movement_status,direction,movement_source
TM-00801,Thursday,C02,C02-S01,ST02,ST03,13271,Express,16:07,16:12,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00802,Thursday,C02,C02-S01,ST02,ST03,13272,Freight,17:37,17:40,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00803,Thursday,C02,C02-S01,ST02,ST03,13273,Express,18:31,18:37,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00804,Thursday,C02,C02-S01,ST02,ST03,13275,Special,19:37,19:43,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00805,Thursday,C02,C02-S01,ST02,ST03,13278,Express,20:07,20:13,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00806,Thursday,C02,C02-S01,ST02,ST03,13280,Special,22:03,22:08,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00807,Thursday,C02,C02-S02,ST02,ST03,13281,Special,05:55,05:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00808,Thursday,C02,C02-S02,ST02,ST03,13284,Passenger,06:55,07:03,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00809,Thursday,C02,C02-S02,ST02,ST03,13285,Passenger,07:03,07:06,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00810,Thursday,C02,C02-S02,ST02,ST03,13288,Passenger,09:18,09:23,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00811,Thursday,C02,C02-S02,ST02,ST03,13289,Freight,10:07,10:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00812,Thursday,C02,C02-S02,ST02,ST03,13290,Passenger,12:55,12:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00813,Thursday,C02,C02-S02,ST02,ST03,13293,Passenger,13:55,13:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00814,Thursday,C02,C02-S02,ST02,ST03,13295,Express,14:18,14:23,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00815,Thursday,C02,C02-S02,ST02,ST03,13298,Freight,16:24,16:30,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00816,Thursday,C02,C02-S02,ST02,ST03,13299,Express,17:55,18:01,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00817,Thursday,C02,C02-S02,ST02,ST03,13301,Special,18:03,18:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00818,Thursday,C02,C02-S02,ST02,ST03,13303,Express,19:07,19:12,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00819,Thursday,C02,C02-S02,ST02,ST03,13304,Express,20:49,20:53,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00820,Thursday,C02,C02-S02,ST02,ST03,13305,Passenger,22:03,22:08,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00821,Thursday,C02,C02-S03,ST02,ST03,13306,Express,05:31,05:37,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00822,Thursday,C02,C02-S03,ST02,ST03,13309,Passenger,06:49,06:52,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00823,Thursday,C02,C02-S03,ST02,ST03,13310,Express,07:55,08:00,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00824,Thursday,C02,C02-S03,ST02,ST03,13311,Passenger,09:37,09:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00825,Thursday,C02,C02-S03,ST02,ST03,13314,Express,10:12,10:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00826,Thursday,C02,C02-S03,ST02,ST03,13315,Express,12:12,12:18,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00827,Thursday,C02,C02-S03,ST02,ST03,13316,Express,13:12,13:17,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00828,Thursday,C02,C02-S03,ST02,ST03,13318,MEMU,14:55,14:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00829,Thursday,C02,C02-S03,ST02,ST03,13319,Passenger,16:55,16:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00830,Thursday,C02,C02-S03,ST02,ST03,13322,Passenger,17:43,17:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00831,Thursday,C02,C02-S03,ST02,ST03,13324,Passenger,18:37,18:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00832,Thursday,C02,C02-S03,ST02,ST03,13325,MEMU,19:24,19:29,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00833,Thursday,C02,C02-S03,ST02,ST03,13327,MEMU,20:43,20:46,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00834,Thursday,C02,C02-S03,ST02,ST03,13328,Express,22:55,22:59,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00835,Thursday,C02,C02-S04,ST02,ST03,13330,Freight,05:43,05:53,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00836,Thursday,C02,C02-S04,ST02,ST03,13331,Express,06:55,06:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00837,Thursday,C02,C02-S04,ST02,ST03,13332,Express,07:03,07:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00838,Thursday,C02,C02-S04,ST02,ST03,13335,Passenger,09:24,09:30,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00839,Thursday,C02,C02-S04,ST02,ST03,13336,Passenger,10:31,10:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00840,Thursday,C02,C02-S04,ST02,ST03,13337,Passenger,12:03,12:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00841,Thursday,C02,C02-S04,ST02,ST03,13338,Express,13:43,13:48,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00842,Thursday,C02,C02-S04,ST02,ST03,13339,Passenger,14:18,14:24,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00843,Thursday,C02,C02-S04,ST02,ST03,13342,Freight,16:07,16:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00844,Thursday,C02,C02-S04,ST02,ST03,13343,Express,17:49,17:53,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00845,Thursday,C02,C02-S04,ST02,ST03,13344,Passenger,18:12,18:15,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00846,Thursday,C02,C02-S04,ST02,ST03,13345,Express,19:31,19:35,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00847,Thursday,C02,C02-S04,ST02,ST03,13346,MEMU,20:49,20:57,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00848,Thursday,C02,C02-S04,ST02,ST03,13348,MEMU,22:43,22:49,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00849,Thursday,C03,C03-S01,ST03,ST04,13349,Freight,05:12,05:16,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00850,Thursday,C03,C03-S01,ST03,ST04,13350,Express,06:43,06:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00851,Thursday,C03,C03-S01,ST03,ST04,13351,MEMU,07:37,07:45,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00852,Thursday,C03,C03-S01,ST03,ST04,13352,Passenger,09:07,09:12,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00853,Thursday,C03,C03-S01,ST03,ST04,13353,Passenger,10:24,10:32,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00854,Thursday,C03,C03-S01,ST03,ST04,13354,Express,12:31,12:36,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00855,Thursday,C03,C03-S01,ST03,ST04,13355,MEMU,13:49,13:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00856,Thursday,C03,C03-S01,ST03,ST04,13356,Freight,14:24,14:32,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00857,Thursday,C03,C03-S01,ST03,ST04,13359,Passenger,16:12,16:20,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00858,Thursday,C03,C03-S01,ST03,ST04,13360,Express,17:43,17:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00859,Thursday,C03,C03-S01,ST03,ST04,13361,Freight,18:03,18:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00860,Thursday,C03,C03-S01,ST03,ST04,13362,Passenger,19:18,19:24,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00861,Thursday,C03,C03-S01,ST03,ST04,13363,Express,20:31,20:34,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00862,Thursday,C03,C03-S01,ST03,ST04,13366,Express,22:31,22:37,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00863,Thursday,C03,C03-S02,ST03,ST04,13369,Express,05:07,05:13,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00864,Thursday,C03,C03-S02,ST03,ST04,13371,Freight,06:03,06:09,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00865,Thursday,C03,C03-S02,ST03,ST04,13372,MEMU,07:07,07:12,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00866,Thursday,C03,C03-S02,ST03,ST04,13374,Passenger,09:18,09:22,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00867,Thursday,C03,C03-S02,ST03,ST04,13377,Express,10:12,10:22,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00868,Thursday,C03,C03-S02,ST03,ST04,13378,Passenger,12:49,12:57,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00869,Thursday,C03,C03-S02,ST03,ST04,13380,MEMU,13:07,13:17,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00870,Thursday,C03,C03-S02,ST03,ST04,13381,Freight,14:43,14:53,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00871,Thursday,C03,C03-S02,ST03,ST04,13382,Express,16:49,16:54,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00872,Thursday,C03,C03-S02,ST03,ST04,13383,Passenger,17:12,17:22,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00873,Thursday,C03,C03-S02,ST03,ST04,13384,Express,18:12,18:20,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00874,Thursday,C03,C03-S02,ST03,ST04,13385,Express,19:37,19:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00875,Thursday,C03,C03-S02,ST03,ST04,13386,Passenger,20:43,20:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00876,Thursday,C03,C03-S02,ST03,ST04,13387,Express,22:03,22:09,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00877,Thursday,C03,C03-S03,ST03,ST04,13389,MEMU,05:43,05:46,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00878,Thursday,C03,C03-S03,ST03,ST04,13390,Passenger,06:31,06:39,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00879,Thursday,C03,C03-S03,ST03,ST04,13391,MEMU,07:12,07:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00880,Thursday,C03,C03-S03,ST03,ST04,13392,Passenger,09:24,09:32,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00881,Thursday,C03,C03-S03,ST03,ST04,13393,Freight,10:12,10:16,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00882,Thursday,C03,C03-S03,ST03,ST04,13394,MEMU,12:43,12:49,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00883,Thursday,C03,C03-S03,ST03,ST04,13396,Express,13:55,13:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00884,Thursday,C03,C03-S03,ST03,ST04,13397,Freight,14:12,14:18,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00885,Thursday,C03,C03-S03,ST03,ST04,13400,Express,16:24,16:29,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00886,Thursday,C03,C03-S03,ST03,ST04,13403,MEMU,17:18,17:26,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00887,Thursday,C03,C03-S03,ST03,ST04,13405,Express,18:12,18:22,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00888,Thursday,C03,C03-S03,ST03,ST04,13406,Passenger,19:43,19:48,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00889,Thursday,C03,C03-S03,ST03,ST04,13407,Passenger,20:07,20:10,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00890,Thursday,C03,C03-S03,ST03,ST04,13408,Express,22:07,22:12,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00891,Thursday,C03,C03-S04,ST03,ST04,13411,Passenger,05:37,05:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00892,Thursday,C03,C03-S04,ST03,ST04,13413,Passenger,06:24,06:30,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00893,Thursday,C03,C03-S04,ST03,ST04,13414,Express,07:12,07:18,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00894,Thursday,C03,C03-S04,ST03,ST04,13415,Passenger,09:03,09:07,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00895,Thursday,C03,C03-S04,ST03,ST04,13418,Express,10:55,10:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00896,Thursday,C03,C03-S04,ST03,ST04,13420,Passenger,12:03,12:08,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00897,Thursday,C03,C03-S04,ST03,ST04,13423,Freight,13:43,13:48,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00898,Thursday,C03,C03-S04,ST03,ST04,13424,Passenger,14:07,14:15,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00899,Thursday,C03,C03-S04,ST03,ST04,13425,Passenger,16:03,16:07,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00900,Thursday,C03,C03-S04,ST03,ST04,13426,Freight,17:07,17:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00901,Thursday,C03,C03-S04,ST03,ST04,13427,Passenger,18:18,18:21,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00902,Thursday,C03,C03-S04,ST03,ST04,13429,Freight,19:24,19:34,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00903,Thursday,C03,C03-S04,ST03,ST04,13431,Passenger,20:37,20:45,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00904,Thursday,C03,C03-S04,ST03,ST04,13434,Passenger,22:07,22:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00905,Thursday,C04,C04-S01,ST04,ST05,13435,Express,05:49,05:59,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00906,Thursday,C04,C04-S01,ST04,ST05,13437,Special,06:12,06:15,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00907,Thursday,C04,C04-S01,ST04,ST05,13440,Express,07:37,07:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00908,Thursday,C04,C04-S01,ST04,ST05,13441,MEMU,09:31,09:41,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00909,Thursday,C04,C04-S01,ST04,ST05,13444,MEMU,10:37,10:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00910,Thursday,C04,C04-S01,ST04,ST05,13445,Express,12:07,12:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00911,Thursday,C04,C04-S01,ST04,ST05,13446,Express,13:49,13:54,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00912,Thursday,C04,C04-S01,ST04,ST05,13447,Freight,14:24,14:32,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00913,Thursday,C04,C04-S01,ST04,ST05,13450,MEMU,16:03,16:07,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00914,Thursday,C04,C04-S01,ST04,ST05,13451,MEMU,17:55,17:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00915,Thursday,C04,C04-S01,ST04,ST05,13453,MEMU,18:24,18:34,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00916,Thursday,C04,C04-S01,ST04,ST05,13456,Express,19:24,19:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00917,Thursday,C04,C04-S01,ST04,ST05,13459,Express,20:03,20:07,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00918,Thursday,C04,C04-S01,ST04,ST05,13461,Freight,22:12,22:22,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00919,Thursday,C04,C04-S02,ST04,ST05,13462,Freight,05:31,05:41,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00920,Thursday,C04,C04-S02,ST04,ST05,13463,Freight,06:03,06:08,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00921,Thursday,C04,C04-S02,ST04,ST05,13466,Express,07:07,07:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00922,Thursday,C04,C04-S02,ST04,ST05,13469,Passenger,09:43,09:49,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00923,Thursday,C04,C04-S02,ST04,ST05,13471,MEMU,10:55,11:01,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00924,Thursday,C04,C04-S02,ST04,ST05,13473,Express,12:49,12:57,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00925,Thursday,C04,C04-S02,ST04,ST05,13476,Passenger,13:03,13:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00926,Thursday,C04,C04-S02,ST04,ST05,13477,Passenger,14:07,14:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00927,Thursday,C04,C04-S02,ST04,ST05,13478,Express,16:37,16:43,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00928,Thursday,C04,C04-S02,ST04,ST05,13479,Express,17:49,17:57,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00929,Thursday,C04,C04-S02,ST04,ST05,13480,Express,18:55,19:03,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00930,Thursday,C04,C04-S02,ST04,ST05,13483,Express,19:49,19:57,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00931,Thursday,C04,C04-S02,ST04,ST05,13486,Passenger,20:18,20:21,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00932,Thursday,C04,C04-S02,ST04,ST05,13487,Express,22:37,22:42,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00933,Thursday,C04,C04-S03,ST04,ST05,13488,Passenger,05:18,05:28,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00934,Thursday,C04,C04-S03,ST04,ST05,13491,Passenger,06:18,06:24,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00935,Thursday,C04,C04-S03,ST04,ST05,13492,Passenger,07:55,07:58,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00936,Thursday,C04,C04-S03,ST04,ST05,13494,Passenger,09:55,10:00,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00937,Thursday,C04,C04-S03,ST04,ST05,13496,MEMU,10:03,10:11,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00938,Thursday,C04,C04-S03,ST04,ST05,13497,Special,12:24,12:27,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00939,Thursday,C04,C04-S03,ST04,ST05,13499,Express,13:03,13:11,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00940,Thursday,C04,C04-S03,ST04,ST05,13501,Express,14:55,15:05,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00941,Thursday,C04,C04-S03,ST04,ST05,13503,Express,16:55,17:05,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00942,Thursday,C04,C04-S03,ST04,ST05,13504,Express,17:55,17:58,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00943,Thursday,C04,C04-S03,ST04,ST05,13506,Express,18:18,18:24,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00944,Thursday,C04,C04-S03,ST04,ST05,13507,Express,19:18,19:21,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00945,Thursday,C04,C04-S03,ST04,ST05,13508,Passenger,20:49,20:53,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00946,Thursday,C04,C04-S03,ST04,ST05,13509,Express,22:24,22:30,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00947,Thursday,C04,C04-S04,ST04,ST05,13510,Special,05:43,05:47,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00948,Thursday,C04,C04-S04,ST04,ST05,13511,MEMU,06:18,06:21,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00949,Thursday,C04,C04-S04,ST04,ST05,13512,Passenger,07:12,07:17,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00950,Thursday,C04,C04-S04,ST04,ST05,13513,Freight,09:18,09:28,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00951,Thursday,C04,C04-S04,ST04,ST05,13514,MEMU,10:03,10:13,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00952,Thursday,C04,C04-S04,ST04,ST05,13515,Freight,12:49,12:55,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00953,Thursday,C04,C04-S04,ST04,ST05,13516,Express,13:43,13:49,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00954,Thursday,C04,C04-S04,ST04,ST05,13517,Passenger,14:49,14:55,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00955,Thursday,C04,C04-S04,ST04,ST05,13518,Special,16:07,16:17,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00956,Thursday,C04,C04-S04,ST04,ST05,13519,MEMU,17:24,17:27,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00957,Thursday,C04,C04-S04,ST04,ST05,13520,Passenger,18:43,18:53,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00958,Thursday,C04,C04-S04,ST04,ST05,13523,MEMU,19:03,19:07,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00959,Thursday,C04,C04-S04,ST04,ST05,13526,Express,20:43,20:46,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00960,Thursday,C04,C04-S04,ST04,ST05,13527,Passenger,22:49,22:55,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00961,Friday,C01,C01-S01,ST01,ST02,13529,Express,05:07,05:15,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00962,Friday,C01,C01-S01,ST01,ST02,13530,Express,06:55,07:01,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00963,Friday,C01,C01-S01,ST01,ST02,13532,Passenger,07:43,07:51,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00964,Friday,C01,C01-S01,ST01,ST02,13533,Express,08:03,08:09,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00965,Friday,C01,C01-S01,ST01,ST02,13534,Express,09:03,09:07,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00966,Friday,C01,C01-S01,ST01,ST02,13535,Express,10:37,10:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00967,Friday,C01,C01-S01,ST01,ST02,13538,Passenger,12:12,12:16,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00968,Friday,C01,C01-S01,ST01,ST02,13540,Freight,13:12,13:22,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
TM-00969,Friday,C01,C01-S01,ST01,ST02,13541,Special,15:18,15:23,15,LINE-01,SCHEDULED,DOWN,SYNTHETIC_CONTROL_CHART
TM-00970,Friday,C01,C01-S01,ST01,ST02,13543,Passenger,16:43,16:47,15,LINE-01,SCHEDULED,UP,SYNTHETIC_CONTROL_CHART
