train_no,train_name,train_type,sequence,station_id,arrival,departure
12174,SIM-12174,Superfast,2,ST16,17:23,17:26
12174,SIM-12174,Superfast,3,ST03,18:17,18:24
12174,SIM-12174,Superfast,4,ST04,18:25,18:31
12175,SIM-12175,Passenger,1,ST01,08:20,08:22
12175,SIM-12175,Passenger,2,ST02,08:58,09:01
12175,SIM-12175,Passenger,3,ST03,09:18,09:21
12175,SIM-12175,Passenger,4,ST04,10:32,10:34
12175,SIM-12175,Passenger,5,ST05,11:00,11:07
12175,SIM-12175,Passenger,6,ST06,10:25,10:30
12175,SIM-12175,Passenger,7,ST07,11:56,12:00
12176,SIM-12176,Superfast,1,ST01,14:00,14:06
12176,SIM-12176,Superfast,2,ST02,14:37,14:41
12176,SIM-12176,Superfast,3,ST09,15:26,15:32
12176,SIM-12176,Superfast,4,ST10,16:09,16:15
12176,SIM-12176,Superfast,5,ST11,16:08,16:14
12176,SIM-12176,Superfast,6,ST12,16:35,16:38
12177,SIM-12177,Passenger,1,ST13,09:28,09:32
12177,SIM-12177,Passenger,2,ST14,09:58,10:03
12177,SIM-12177,Passenger,3,ST15,10:32,10:37
12177,SIM-12177,Passenger,4,ST05,11:04,11:07
12177,SIM-12177,Passenger,5,ST06,12:24,12:28
12177,SIM-12177,Passenger,6,ST07,11:38,11:42
12178,SIM-12178,Express,1,ST01,11:10,11:15
12178,SIM-12178,Express,2,ST17,11:49,11:56
12178,SIM-12178,Express,3,ST18,12:14,12:21
12178,SIM-12178,Express,4,ST19,12:37,12:43
12178,SIM-12178,Express,5,ST20,13:34,13:40
12179,SIM-12179,Superfast,1,ST13,15:51,15:57
12179,SIM-12179,Superfast,2,ST16,16:35,16:42
12179,SIM-12179,Superfast,3,ST03,16:47,16:52
12179,SIM-12179,Superfast,4,ST04,17:12,17:18
12180,SIM-12180,MEMU,1,ST01,20:50,20:57
12180,SIM-12180,MEMU,2,ST02,21:22,21:24
12180,SIM-12180,MEMU,3,ST03,22:16,22:23
12180,SIM-12180,MEMU,4,ST04,22:38,22:45
12180,SIM-12180,MEMU,5,ST05,22:30,22:35
12180,SIM-12180,MEMU,6,ST06,22:55,23:02
12180,SIM-12180,MEMU,7,ST07,00:38,00:45
12181,SIM-12181,Express,1,ST01,11:48,11:54
12181,SIM-12181,Express,2,ST02,12:16,12:23
12181,SIM-12181,Express,3,ST09,12:46,12:50
12181,SIM-12181,Express,4,ST10,13:15,13:19
12181,SIM-12181,Express,5,ST11,14:04,14:06
12181,SIM-12181,Express,6,ST12,14:48,14:54
12182,SIM-12182,MEMU,1,ST13,19:39,19:46
12182,SIM-12182,MEMU,2,ST14,20:11,20:18
12182,SIM-12182,MEMU,3,ST15,20:51,20:53
12182,SIM-12182,MEMU,4,ST05,21:09,21:15
12182,SIM-12182,MEMU,5,ST06,21:31,21:35
12182,SIM-12182,MEMU,6,ST07,22:59,23:01
12183,SIM-12183,Passenger,1,ST01,10:25,10:32
12183,SIM-12183,Passenger,2,ST17,10:51,10:58
12183,SIM-12183,Passenger,3,ST18,11:45,11:52
12183,SIM-12183,Passenger,4,ST19,12:31,12:34
12183,SIM-12183,Passenger,5,ST20,13:17,13:22
12184,SIM-12184,Superfast,1,ST13,20:12,20:14
12184,SIM-12184,Superfast,2,ST16,20:39,20:43
12184,SIM-12184,Superfast,3,ST03,21:34,21:39
12184,SIM-12184,Superfast,4,ST04,21:54,21:57
12185,SIM-12185,MEMU,1,ST01,11:51,11:56
12185,SIM-12185,MEMU,2,ST02,12:34,12:38
12185,SIM-12185,MEMU,3,ST03,13:17,13:21
12185,SIM-12185,MEMU,4,ST04,13:12,13:16
12185,SIM-12185,MEMU,5,ST05,13:39,13:41
12185,SIM-12185,MEMU,6,ST06,15:21,15:27
12185,SIM-12185,MEMU,7,ST07,14:45,14:52
12186,SIM-12186,Superfast,1,ST01,01:26,01:32
12186,SIM-12186,Superfast,2,ST02,02:08,02:10
12186,SIM-12186,Superfast,3,ST09,02:16,02:23
12186,SIM-12186,Superfast,4,ST10,03:11,03:16
12186,SIM-12186,Superfast,5,ST11,03:42,03:46
12186,SIM-12186,Superfast,6,ST12,04:36,04:41
12187,SIM-12187,Passenger,1,ST13,03:25,03:29
12187,SIM-12187,Passenger,2,ST14,04:05,04:10
12187,SIM-12187,Passenger,3,ST15,04:19,04:21
12187,SIM-12187,Passenger,4,ST05,05:13,05:17
12187,SIM-12187,Passenger,5,ST06,06:21,06:26
12187,SIM-12187,Passenger,6,ST07,07:00,07:03
12188,SIM-12188,Express,1,ST01,09:23,09:27
12188,SIM-12188,Express,2,ST17,09:54,09:57
12188,SIM-12188,Express,3,ST18,10:15,10:20
12188,SIM-12188,Express,4,ST19,11:32,11:35
12188,SIM-12188,Express,5,ST20,11:35,11:38
12189,SIM-12189,MEMU,1,ST13,16:59,17:01
12189,SIM-12189,MEMU,2,ST16,17:35,17:40
12189,SIM-12189,MEMU,3,ST03,18:27,18:34
12189,SIM-12189,MEMU,4,ST04,19:05,19:10
12190,SIM-12190,Superfast,1,ST01,07:33,07:37
12190,SIM-12190,Superfast,2,ST02,07:58,08:01
12190,SIM-12190,Superfast,3,ST03,08:43,08:47
12190,SIM-12190,Superfast,4,ST04,09:45,09:49
12190,SIM-12190,Superfast,5,ST05,10:29,10:34
12190,SIM-12190,Superfast,6,ST06,09:38,09:41
12190,SIM-12190,Superfast,7,ST07,11:27,11:32
12191,SIM-12191,MEMU,1,ST01,06:20,06:22
12191,SIM-12191,MEMU,2,ST02,06:51,06:58
12191,SIM-12191,MEMU,3,ST09,07:40,07:47
12191,SIM-12191,MEMU,4,ST10,08:29,08:31
12191,SIM-12191,MEMU,5,ST11,08:20,08:22
12191,SIM-12191,MEMU,6,ST12,08:25,08:32
12192,SIM-12192,Passenger,1,ST13,19:40,19:42
12192,SIM-12192,Passenger,2,ST14,20:23,20:30
12192,SIM-12192,Passenger,3,ST15,20:52,20:58
12192,SIM-12192,Passenger,4,ST05,21:16,21:22
12192,SIM-12192,Passenger,5,ST06,21:52,21:59
12192,SIM-12192,Passenger,6,ST07,21:50,21:53
12193,SIM-12193,Superfast,1,ST01,20:20,20:23
12193,SIM-12193,Superfast,2,ST17,20:55,20:58
12193,SIM-12193,Superfast,3,ST18,21:16,21:23
12193,SIM-12193,Superfast,4,ST19,21:44,21:46
12193,SIM-12193,Superfast,5,ST20,22:52,22:59
12194,SIM-12194,Intercity,1,ST13,02:40,02:42
12194,SIM-12194,Intercity,2,ST16,03:24,03:29
12194,SIM-12194,Intercity,3,ST03,04:02,04:06
12194,SIM-12194,Intercity,4,ST04,04:49,04:54
12195,SIM-12195,Intercity,1,ST01,02:39,02:44
12195,SIM-12195,Intercity,2,ST02,03:11,03:16
12195,SIM-12195,Intercity,3,ST03,04:07,04:14
12195,SIM-12195,Intercity,4,ST04,04:06,04:13
12195,SIM-12195,Intercity,5,ST05,04:51,04:57
12195,SIM-12195,Intercity,6,ST06,05:59,06:03
12195,SIM-12195,Intercity,7,ST07,06:03,06:07
12196,SIM-12196,Superfast,1,ST01,18:06,18:09
12196,SIM-12196,Superfast,2,ST02,18:38,18:40
12196,SIM-12196,Superfast,3,ST09,18:58,19:04
12196,SIM-12196,Superfast,4,ST10,19:24,19:29
12196,SIM-12196,Superfast,5,ST11,20:46,20:52
12196,SIM-12196,Superfast,6,ST12,20:51,20:54
12197,SIM-12197,Passenger,1,ST13,19:32,19:34
12197,SIM-12197,Passenger,2,ST14,20:03,20:05
12197,SIM-12197,Passenger,3,ST15,20:56,20:59
12197,SIM-12197,Passenger,4,ST05,21:02,21:09
12197,SIM-12197,Passenger,5,ST06,22:16,22:19
12197,SIM-12197,Passenger,6,ST07,22:12,22:17
12198,SIM-12198,MEMU,1,ST01,13:56,13:58
12198,SIM-12198,MEMU,2,ST17,14:25,14:30
12198,SIM-12198,MEMU,3,ST18,14:46,14:50
12198,SIM-12198,MEMU,4,ST19,15:20,15:27
12198,SIM-12198,MEMU,5,ST20,15:40,15:42
12199,SIM-12199,Passenger,1,ST13,04:05,04:12
12199,SIM-12199,Passenger,2,ST16,04:35,04:40
12199,SIM-12199,Passenger,3,ST03,05:21,05:26
12199,SIM-12199,Passenger,4,ST04,06:05,06:08
12200,SIM-12200,Passenger,1,ST01,10:39,10:44
12200,SIM-12200,Passenger,2,ST02,11:21,11:26
12200,SIM-12200,Passenger,3,ST03,12:05,12:07
12200,SIM-12200,Passenger,4,ST04,12:12,12:14
12200,SIM-12200,Passenger,5,ST05,12:23,12:27
12200,SIM-12200,Passenger,6,ST06,13:04,13:08
12200,SIM-12200,Passenger,7,ST07,13:57,14:02
12201,SIM-12201,Superfast,1,ST01,19:51,19:57
12201,SIM-12201,Superfast,2,ST02,20:18,20:23
12201,SIM-12201,Superfast,3,ST09,20:57,21:00
12201,SIM-12201,Superfast,4,ST10,21:42,21:45
12201,SIM-12201,Superfast,5,ST11,21:43,21:48
12201,SIM-12201,Superfast,6,ST12,22:11,22:17
12202,SIM-12202,Express,1,ST13,03:24,03:30
12202,SIM-12202,Express,2,ST14,04:03,04:10
12202,SIM-12202,Express,3,ST15,04:20,04:26
12202,SIM-12202,Express,4,ST05,05:33,05:39
12202,SIM-12202,Express,5,ST06,05:16,05:22
12202,SIM-12202,Express,6,ST07,05:39,05:44
12203,SIM-12203,Passenger,1,ST01,10:27,10:32
12203,SIM-12203,Passenger,2,ST17,11:10,11:14
12203,SIM-12203,Passenger,3,ST18,11:27,11:34
12203,SIM-12203,Passenger,4,ST19,11:45,11:49
12203,SIM-12203,Passenger,5,ST20,12:47,12:51
12204,SIM-12204,Express,1,ST13,19:21,19:27
12204,SIM-12204,Express,2,ST16,19:57,20:00
12204,SIM-12204,Express,3,ST03,20:19,20:25
12204,SIM-12204,Express,4,ST04,21:12,21:17
12205,SIM-12205,MEMU,1,ST01,01:04,01:08
12205,SIM-12205,MEMU,2,ST02,01:38,01:45
12205,SIM-12205,MEMU,3,ST03,02:04,02:08
12205,SIM-12205,MEMU,4,ST04,03:01,03:03
12205,SIM-12205,MEMU,5,ST05,03:48,03:54
12205,SIM-12205,MEMU,6,ST06,04:19,04:24
12205,SIM-12205,MEMU,7,ST07,04:58,05:04
12206,SIM-12206,Passenger,1,ST01,18:58,19:01
12206,SIM-12206,Passenger,2,ST02,19:40,19:46
12206,SIM-12206,Passenger,3,ST09,20:12,20:15
12206,SIM-12206,Passenger,4,ST10,20:31,20:35
12206,SIM-12206,Passenger,5,ST11,21:30,21:36
12206,SIM-12206,Passenger,6,ST12,22:08,22:15
12207,SIM-12207,Superfast,1,ST13,20:10,20:14
12207,SIM-12207,Superfast,2,ST14,20:47,20:53
12207,SIM-12207,Superfast,3,ST15,21:14,21:19
12207,SIM-12207,Superfast,4,ST05,21:25,21:31
12207,SIM-12207,Superfast,5,ST06,22:26,22:30
12207,SIM-12207,Superfast,6,ST07,23:05,23:08
12208,SIM-12208,Express,1,ST01,12:33,12:37
12208,SIM-12208,Express,2,ST17,13:01,13:05
12208,SIM-12208,Express,3,ST18,13:47,13:49
12208,SIM-12208,Express,4,ST19,14:30,14:33
12208,SIM-12208,Express,5,ST20,15:21,15:27
12209,SIM-12209,Express,1,ST13,05:43,05:50
12209,SIM-12209,Express,2,ST16,06:24,06:26
12209,SIM-12209,Express,3,ST03,06:43,06:46
12209,SIM-12209,Express,4,ST04,07:19,07:22
12210,SIM-12210,MEMU,1,ST01,06:53,06:59
12210,SIM-12210,MEMU,2,ST02,07:33,07:36
12210,SIM-12210,MEMU,3,ST03,08:11,08:18
12210,SIM-12210,MEMU,4,ST04,08:17,08:23
12210,SIM-12210,MEMU,5,ST05,09:01,09:07
12210,SIM-12210,MEMU,6,ST06,09:43,09:49
12210,SIM-12210,MEMU,7,ST07,09:35,09:39
12211,SIM-12211,Superfast,1,ST01,05:44,05:46
12211,SIM-12211,Superfast,2,ST02,06:23,06:28
12211,SIM-12211,Superfast,3,ST09,07:06,07:12
12211,SIM-12211,Superfast,4,ST10,07:05,07:07
12211,SIM-12211,Superfast,5,ST11,07:56,08:00
12211,SIM-12211,Superfast,6,ST12,08:09,08:15
12212,SIM-12212,Intercity,1,ST13,12:12,12:15
12212,SIM-12212,Intercity,2,ST14,12:45,12:49
12212,SIM-12212,Intercity,3,ST15,13:34,13:37
12212,SIM-12212,Intercity,4,ST05,13:39,13:43
12212,SIM-12212,Intercity,5,ST06,14:20,14:23
12212,SIM-12212,Intercity,6,ST07,14:32,14:35
12213,SIM-12213,Superfast,1,ST01,09:49,09:52
12213,SIM-12213,Superfast,2,ST17,10:32,10:38
12213,SIM-12213,Superfast,3,ST18,10:45,10:48
12213,SIM-12213,Superfast,4,ST19,11:13,11:16
12213,SIM-12213,Superfast,5,ST20,11:57,11:59
12214,SIM-12214,Superfast,1,ST13,00:18,00:25
12214,SIM-12214,Superfast,2,ST16,00:50,00:57
12214,SIM-12214,Superfast,3,ST03,01:16,01:21
12214,SIM-12214,Superfast,4,ST04,02:18,02:20
12215,SIM-12215,Superfast,1,ST01,19:31,19:36
12215,SIM-12215,Superfast,2,ST02,19:56,20:03
12215,SIM-12215,Superfast,3,ST03,20:45,20:52
12215,SIM-12215,Superfast,4,ST04,21:13,21:18
12215,SIM-12215,Superfast,5,ST05,21:43,21:50
12215,SIM-12215,Superfast,6,ST06,22:56,23:03
12215,SIM-12215,Superfast,7,ST07,23:01,23:07
12216,SIM-12216,Express,1,ST01,07:32,07:38
12216,SIM-12216,Express,2,ST02,07:57,08:02
12216,SIM-12216,Express,3,ST09,08:40,08:44
12216,SIM-12216,Express,4,ST10,09:14,09:18
12216,SIM-12216,Express,5,ST11,09:44,09:48
12216,SIM-12216,Express,6,ST12,10:32,10:38
12217,SIM-12217,Intercity,1,ST13,11:35,11:37
12217,SIM-12217,Intercity,2,ST14,12:14,12:17
12217,SIM-12217,Intercity,3,ST15,12:31,12:37
12217,SIM-12217,Intercity,4,ST05,12:53,13:00
12217,SIM-12217,Intercity,5,ST06,14:15,14:22
12217,SIM-12217,Intercity,6,ST07,14:45,14:52
12218,SIM-12218,Superfast,1,ST01,02:29,02:31
12218,SIM-12218,Superfast,2,ST17,03:02,03:08
12218,SIM-12218,Superfast,3,ST18,03:29,03:35
12218,SIM-12218,Superfast,4,ST19,04:20,04:25
12218,SIM-12218,Superfast,5,ST20,05:21,05:25
12219,SIM-12219,Passenger,1,ST13,07:14,07:17
12219,SIM-12219,Passenger,2,ST16,07:43,07:46
12219,SIM-12219,Passenger,3,ST03,08:12,08:15
12219,SIM-12219,Passenger,4,ST04,09:11,09:13
12220,SIM-12220,Superfast,1,ST01,13:13,13:15
12220,SIM-12220,Superfast,2,ST02,13:54,13:56
12220,SIM-12220,Superfast,3,ST03,14:29,14:35
12220,SIM-12220,Superfast,4,ST04,14:37,14:43
12220,SIM-12220,Superfast,5,ST05,15:05,15:08
12220,SIM-12220,Superfast,6,ST06,16:38,16:45
12220,SIM-12220,Superfast,7,ST07,16:13,16:20
12221,SIM-12221,Express,1,ST01,19:10,19:16
12221,SIM-12221,Express,2,ST02,19:54,20:00
12221,SIM-12221,Express,3,ST09,20:16,20:19
12221,SIM-12221,Express,4,ST10,21:22,21:25
12221,SIM-12221,Express,5,ST11,21:14,21:21
12221,SIM-12221,Express,6,ST12,22:10,22:13
12222,SIM-12222,Superfast,1,ST13,00:06,00:12
12222,SIM-12222,Superfast,2,ST14,00:36,00:42
12222,SIM-12222,Superfast,3,ST15,01:26,01:31
12222,SIM-12222,Superfast,4,ST05,02:06,02:11
12222,SIM-12222,Superfast,5,ST06,02:14,02:20
12222,SIM-12222,Superfast,6,ST07,03:31,03:38
12223,SIM-12223,Express,1,ST01,04:28,04:33
12223,SIM-12223,Express,2,ST17,05:00,05:07
12223,SIM-12223,Express,3,ST18,05:52,05:54
12223,SIM-12223,Express,4,ST19,05:55,05:58
12223,SIM-12223,Express,5,ST20,07:16,07:21
12224,SIM-12224,Express,1,ST13,15:18,15:20
12224,SIM-12224,Express,2,ST16,15:50,15:54
12224,SIM-12224,Express,3,ST03,16:36,16:38
12224,SIM-12224,Express,4,ST04,16:54,16:57
12225,SIM-12225,Express,1,ST01,03:57,04:01
12225,SIM-12225,Express,2,ST02,04:30,04:34
12225,SIM-12225,Express,3,ST03,05:15,05:22
12225,SIM-12225,Express,4,ST04,05:42,05:47
12225,SIM-12225,Express,5,ST05,06:33,06:39
12225,SIM-12225,Express,6,ST06,06:12,06:19
12225,SIM-12225,Express,7,ST07,06:45,06:49
12226,SIM-12226,MEMU,1,ST01,13:42,13:44
12226,SIM-12226,MEMU,2,ST02,14:11,14:18
12226,SIM-12226,MEMU,3,ST09,15:00,15:02
12226,SIM-12226,MEMU,4,ST10,15:42,15:49
12226,SIM-12226,MEMU,5,ST11,15:26,15:30
12226,SIM-12226,MEMU,6,ST12,16:32,16:34
12227,SIM-12227,Express,1,ST13,04:12,04:16
12227,SIM-12227,Express,2,ST14,04:41,04:44
12227,SIM-12227,Express,3,ST15,05:08,05:14
12227,SIM-12227,Express,4,ST05,05:39,05:46
12227,SIM-12227,Express,5,ST06,06:32,06:38
12227,SIM-12227,Express,6,ST07,07:17,07:20
12228,SIM-12228,Superfast,1,ST01,12:37,12:40
12228,SIM-12228,Superfast,2,ST17,13:04,13:06
12228,SIM-12228,Superfast,3,ST18,14:03,14:08
12228,SIM-12228,Superfast,4,ST19,14:16,14:23
12228,SIM-12228,Superfast,5,ST20,14:33,14:37
12229,SIM-12229,Superfast,1,ST13,17:46,17:48
12229,SIM-12229,Superfast,2,ST16,18:12,18:14
12229,SIM-12229,Superfast,3,ST03,19:06,19:11
12229,SIM-12229,Superfast,4,ST04,19:25,19:31
12230,SIM-12230,MEMU,1,ST01,03:22,03:27
12230,SIM-12230,MEMU,2,ST02,04:04,04:07
12230,SIM-12230,MEMU,3,ST03,04:44,04:46
12230,SIM-12230,MEMU,4,ST04,04:49,04:54
12230,SIM-12230,MEMU,5,ST05,05:06,05:13
12230,SIM-12230,MEMU,6,ST06,06:52,06:57
12230,SIM-12230,MEMU,7,ST07,06:28,06:30
12231,SIM-12231,Intercity,1,ST01,12:59,13:01
12231,SIM-12231,Intercity,2,ST02,13:26,13:32
12231,SIM-12231,Intercity,3,ST09,13:55,14:02
12231,SIM-12231,Intercity,4,ST10,14:20,14:26
12231,SIM-12231,Intercity,5,ST11,15:55,15:59
12231,SIM-12231,Intercity,6,ST12,15:09,15:16
12232,SIM-12232,Intercity,1,ST13,03:56,03:58
12232,SIM-12232,Intercity,2,ST14,04:37,04:39
12232,SIM-12232,Intercity,3,ST15,05:14,05:19
12232,SIM-12232,Intercity,4,ST05,05:26,05:30
12232,SIM-12232,Intercity,5,ST06,05:44,05:51
12232,SIM-12232,Intercity,6,ST07,06:21,06:24
12233,SIM-12233,Passenger,1,ST01,10:33,10:38
12233,SIM-12233,Passenger,2,ST17,11:15,11:19
12233,SIM-12233,Passenger,3,ST18,11:55,12:01
12233,SIM-12233,Passenger,4,ST19,12:45,12:52
12233,SIM-12233,Passenger,5,ST20,13:13,13:16
12234,SIM-12234,Passenger,1,ST13,16:15,16:18
12234,SIM-12234,Passenger,2,ST16,16:50,16:56
12234,SIM-12234,Passenger,3,ST03,17:11,17:15
12234,SIM-12234,Passenger,4,ST04,18:15,18:19
12235,SIM-12235,Intercity,1,ST01,20:10,20:17
12235,SIM-12235,Intercity,2,ST02,20:38,20:45
12235,SIM-12235,Intercity,3,ST03,21:14,21:18
12235,SIM-12235,Intercity,4,ST04,21:46,21:51
12235,SIM-12235,Intercity,5,ST05,22:42,22:46
12235,SIM-12235,Intercity,6,ST06,22:20,22:27
12235,SIM-12235,Intercity,7,ST07,23:04,23:06
12236,SIM-12236,MEMU,1,ST01,12:32,12:34
12236,SIM-12236,MEMU,2,ST02,13:02,13:07
12236,SIM-12236,MEMU,3,ST09,13:52,13:57
12236,SIM-12236,MEMU,4,ST10,14:08,14:13
12236,SIM-12236,MEMU,5,ST11,15:28,15:32
12236,SIM-12236,MEMU,6,ST12,16:02,16:08
12237,SIM-12237,Intercity,1,ST13,06:19,06:23
12237,SIM-12237,Intercity,2,ST14,06:48,06:53
12237,SIM-12237,Intercity,3,ST15,07:19,07:24
12237,SIM-12237,Intercity,4,ST05,08:28,08:34
12237,SIM-12237,Intercity,5,ST06,09:11,09:13
12237,SIM-12237,Intercity,6,ST07,09:09,09:12
12238,SIM-12238,Passenger,1,ST01,19:16,19:21
12238,SIM-12238,Passenger,2,ST17,19:50,19:54
12238,SIM-12238,Passenger,3,ST18,20:08,20:12
12238,SIM-12238,Passenger,4,ST19,20:49,20:55
12238,SIM-12238,Passenger,5,ST20,22:04,22:10
12239,SIM-12239,Superfast,1,ST13,00:38,00:45
12239,SIM-12239,Superfast,2,ST16,01:20,01:22
12239,SIM-12239,Superfast,3,ST03,01:42,01:48
12239,SIM-12239,Superfast,4,ST04,02:23,02:26
12240,SIM-12240,Intercity,1,ST01,11:01,11:07
12240,SIM-12240,Intercity,2,ST02,11:43,11:46
12240,SIM-12240,Intercity,3,ST03,11:59,12:04
12240,SIM-12240,Intercity,4,ST04,12:46,12:50
12240,SIM-12240,Intercity,5,ST05,13:41,13:47
12240,SIM-12240,Intercity,6,ST06,13:26,13:32
12240,SIM-12240,Intercity,7,ST07,13:55,13:59
12241,SIM-12241,MEMU,1,ST01,00:34,00:40
12241,SIM-12241,MEMU,2,ST02,01:01,01:06
12241,SIM-12241,MEMU,3,ST09,01:38,01:44
12241,SIM-12241,MEMU,4,ST10,02:43,02:48
12241,SIM-12241,MEMU,5,ST11,02:22,02:26
12241,SIM-12241,MEMU,6,ST12,02:49,02:53
12242,SIM-12242,Express,1,ST13,01:17,01:19
12242,SIM-12242,Express,2,ST14,01:59,02:06
12242,SIM-12242,Express,3,ST15,02:39,02:41
12242,SIM-12242,Express,4,ST05,02:50,02:57
12242,SIM-12242,Express,5,ST06,03:41,03:43
12242,SIM-12242,Express,6,ST07,03:32,03:35
12243,SIM-12243,MEMU,1,ST01,20:25,20:32
12243,SIM-12243,MEMU,2,ST17,21:06,21:09
12243,SIM-12243,MEMU,3,ST18,21:47,21:50
12243,SIM-12243,MEMU,4,ST19,21:55,21:58
12243,SIM-12243,MEMU,5,ST20,22:13,22:15
12244,SIM-12244,Express,1,ST13,03:56,03:58
12244,SIM-12244,Express,2,ST16,04:40,04:42
12244,SIM-12244,Express,3,ST03,04:48,04:50
12244,SIM-12244,Express,4,ST04,05:17,05:22
12245,SIM-12245,Passenger,1,ST01,17:22,17:28
12245,SIM-12245,Passenger,2,ST02,17:47,17:52
12245,SIM-12245,Passenger,3,ST03,18:28,18:35
12245,SIM-12245,Passenger,4,ST04,18:55,19:00
12245,SIM-12245,Passenger,5,ST05,19:34,19:39
12245,SIM-12245,Passenger,6,ST06,20:57,21:03
12245,SIM-12245,Passenger,7,ST07,20:40,20:44
12246,SIM-12246,Superfast,1,ST01,14:47,14:49
12246,SIM-12246,Superfast,2,ST02,15:15,15:19
12246,SIM-12246,Superfast,3,ST09,16:07,16:13
12246,SIM-12246,Superfast,4,ST10,16:17,16:21
12246,SIM-12246,Superfast,5,ST11,16:39,16:45
12246,SIM-12246,Superfast,6,ST12,17:12,17:18
12247,SIM-12247,Superfast,1,ST13,17:41,17:47
12247,SIM-12247,Superfast,2,ST14,18:18,18:25
12247,SIM-12247,Superfast,3,ST15,19:05,19:07
12247,SIM-12247,Superfast,4,ST05,19:47,19:53
12247,SIM-12247,Superfast,5,ST06,19:37,19:40
12247,SIM-12247,Superfast,6,ST07,21:01,21:04
12248,SIM-12248,MEMU,1,ST01,09:30,09:32
12248,SIM-12248,MEMU,2,ST17,10:00,10:07
12248,SIM-12248,MEMU,3,ST18,10:42,10:45
12248,SIM-12248,MEMU,4,ST19,11:00,11:04
12248,SIM-12248,MEMU,5,ST20,11:54,11:57
12249,SIM-12249,Passenger,1,ST13,13:03,13:08
12249,SIM-12249,Passenger,2,ST16,13:46,13:48
12249,SIM-12249,Passenger,3,ST03,14:05,14:11
12249,SIM-12249,Passenger,4,ST04,14:54,15:00
